"","P_E_DA","E_DA","P_E_RT","E_RT_total","P_R_REG_a","P_R_REG_d","R_REG_a","R_REG_d","delta_REG_p","delta_REG_n"
"278",29.562111,100217,27.201863,5500.93399999999,48.20148,91.85808,303.5,56.2,0,0.0806285714285714
"279",28.604996,99052,23.456069,5627.875,22.50792,39.24782,258.7,101,0,0.10785
"280",28.752448,98882,23.22628,5162.984,16.9626,26.6118,258.7,101.1,0,0.0116333333333333
"281",30.602705,101951,24.469765,4349.249,26.7873,63.9798,251.6,150.1,0,0.174016666666667
"282",49.034967,112845,28.028381,-194.808000000005,3.0132,3.0132,304.4,148.4,0,0.334742857142857
"283",48.162782,113461,30.498807,2525.55,5.1102,5.5046,286.7,148.4,0,0.0222238095238095
"284",40.880686,111265,29.592805,4417.607,2.2446,2.2446,315.8,148.4,0,0.0391095238095238
"285",40.91467,109904,29.424233,4728.689,33.96448,58.18912,315.8,148.3,0,0.0316404761904762
"286",35.011531,106407,27.889738,4867.11599999999,31.31216,43.25552,240.4,149.9,0,0.0123595238095238
"287",30.82699,100835,24.837189,5590.908,16.6122,23.8212,243.5,150,0,0.10007380952381
"288",28.279356,95041,22.294109,6426.413,32.00576,42.4582,243.4,150,0,0.0243071428571429
"289",31.166104,95203,24.782768,3714.39999999999,23.46825,36.48345,157.7,115.7,0.136498412698413,0
"290",30.046081,94135,24.070556,3679.058,29.74224,38.41104,156.9,115.7,0,0.0278222222222222
"291",30.200747,93751,24.644235,3986.04300000001,21.32886,29.87038,155.4,115.7,0,0.0309142857142857
"292",31.327261,94689,24.916268,3908.151,9.21232,9.56148,153.7,115.7,0,0.0611174603174603
"293",33.689241,97748,25.173116,3733.932,9.18652,9.71026,135.4,115.7,0,0.325596825396825
"294",46.520503,105084,25.905119,2426.13,14.66472,25.58892,215.4,132.3,0,0.0924666666666667
"295",66.580887,115700,45.742622,633.490000000005,8.616,8.616,256.1,129.7,0,0.43007380952381
"296",82.382662,117870,49.177669,3564.3,11.8096,11.8096,248.9,129.7,0,0.0153047619047619
"297",55.988444,115096,45.964974,5268.492,12.461,12.461,232.5,130.7,0,0.301237464348146
"298",49.839025,112478,35.336921,5201.349,8.0301,8.0301,238.8,130.8,0,0.148397619047619
"299",43.784093,110862,34.000548,4378.564,13.243,13.243,229.4,118.8,0,0.150442857142857
"300",40.392695,108744,32.627888,3425.12,22.2055,25.9435,230.1,118.8,0,0.0430642857142857
"301",37.892645,106130,33.499648,4730.893,19.36722,21.19986,245.7,118.5,0,0.0251809523809524
"302",35.477972,104969,32.461615,4175.79399999999,32.7335,48.8886,238.9,118.6,0,0.334509523809524
"303",33.718158,102779,32.050589,5364.81,25.15692,25.68588,238.8,118.6,0,0.131309523809524
"304",33.327141,102645,32.569646,5788.679,76.8961,95.0521,238.9,118.4,0,0.0494928571428571
"305",37.607778,106259,47.892181,5003.35000000001,157.17945,188.02425,235.9,130.7,0,0.241366666666667
"306",65.003044,116044,43.35656,1287.284,24.1736,24.1736,310.9,129.7,0,0.239997619047619
"307",57.583017,117342,38.036566,2696.747,9.3234,9.3234,311.1,129.7,0,0.330811904761905
"308",49.464141,115450,44.143092,3629.86500000001,44.2864,63.42763,279.8,129.7,0,0.22472619047619
"309",47.996974,113730,38.825993,3365.307,37.048,56.32,287,129.7,0,0.0416095238095238
"310",39.339113,110017,29.892376,3120.185,12.95256,17.32431,211.5,131.4,0,0.13217619047619
"311",33.037849,103432,23.229787,3750.738,21.26784,35.67872,225.8,131.2,0,0.328802380952381
"312",30.315372,98160,22.818629,3176.00999999999,13.54046,22.64872,225.1,132.4,0,0.341361904761905
"313",26.93111,91018,21.707593,6049.30899999999,33.86367,45.15993,176.1,99.9,0.0226349206349206,0
"314",25.847512,89038,21.956507,5772.284,15.90204,18.64632,181.2,99.9,0,0.011568253968254
"315",25.173229,88163,19.902157,5274.658,11.37092,14.89348,181.1,99.9,0,0.155342857142857
"316",25.156347,88434,18.914892,4645.227,45.07104,60.27756,176,99.7,0.00733015873015872,0
"317",26.086867,90327,19.551523,4503.20600000001,12.4334,12.9397,176,99.8,0.110771428571429,0
"318",31.451713,97918,21.285892,1862.92600000001,11.7348,12.348,286.2,118.7,0,0.145014285714286
"319",46.345229,108879,26.953141,-718.101999999999,5.9082,5.9082,319.3,104.2,0,0.032947619047619
"320",46.754909,112629,28.763762,9.38899999999558,5.481,5.481,319.3,104.1,0,0.0584309523809524
"321",31.637402,108307,26.52466,2304.16800000001,2.03058,2.20284,286.4,117.6,0,0.313661904761905
"322",29.950094,105248,24.115135,1997.78200000001,9.0773,14.28804,252.4,117.6,0,0.12632619047619
"323",28.69874,102916,22.12816,1151.46799999999,17.88338,20.97724,233.5,118.9,0,0.0518071428571429
"324",26.88798,99795,20.774314,911.584000000003,23.17506,48.09012,230.6,118.9,0,0.284442857142857
"325",24.953931,96261,20.725961,1662.827,8.6141,12.2672,234.3,118.3,0,0.206864285714286
"326",24.049349,94414,19.454172,1314.70299999999,26.0924,37.69896,235.9,118.1,0,0.218719047619048
"327",23.606192,92596,20.472321,1572.611,11.15965,14.9872,237.6,118.1,0,0.0827285714285714
"328",23.615133,92136,20.458388,1243.368,20.50188,34.6122,238.1,118,0,0.0109119047619048
"329",24.882559,95010,22.162765,-205.285000000003,18.28479,22.17282,261.3,118,0,0.0994785714285714
"330",32.771414,104110,24.297045,-3559.652,24.15912,27.91732,292.4,104.2,0,0.207566666666667
"331",30.730545,104852,24.456853,-938.118000000002,19.3414,30.70028,323.2,104.2,0,0.471566666666667
"332",27.981876,102463,22.102341,959.418000000005,4.91045,8.0172,323.1,104.2,0,0.152211904761905
"333",27.425083,101012,22.335075,973.164999999994,11.62026,16.72164,294.1,104.3,0,0.0112809523809524
"334",25.421711,96191,20.066681,2228.916,53.0018,108.8846,258.7,118.3,0,0.177021428571429
"335",23.417698,89501,15.690503,3429.056,13.52264,18.43496,187.4,118.2,0,0.274314285714286
"336",21.30825,84711,17.861922,2587.061,7.8708,12.27912,187.4,118.4,0,0.03785
"337",19.407034,78705,19.597506,4610.132,7.5565,7.5565,128.1,100.9,0.123511111111111,0
"338",19.125782,77041,19.866769,4283.382,13.9179,17.7531,120.4,100.9,0.0253333333333333,0
"339",17.506624,76104,19.895847,4505.92,9.1805,9.53826,149.2,101,0.0586920634920635,0
"340",18.174639,76484,17.909171,4436.155,20.43543,20.84694,149.4,101,0.0615619047619048,0
"341",19.293363,78152,19.44906,5013.69100000001,13.8348,16.19352,149.2,100.9,0,0.0137555555555556
"342",23.932921,84135,19.304439,4698.935,29.94125,30.47675,220.4,118.3,0,0.0185857142857143
"343",31.019596,94465,36.199378,3402.12,59.16542,68.5205,325.8,105.2,0.107933333333333,0
"344",31.726258,97463,33.101926,5606.352,14.246,14.246,325.7,105.2,0,0.172664285714286
"345",27.721186,96004,26.375986,6261.53,10.61052,15.73743,284.1,117.7,0.0358071428571429,0
"346",26.192039,94805,24.434381,5412.171,5.304,5.304,261.5,117.8,0,0.0172452380952381
"347",25.993719,94133,23.33942,4220.52800000001,14.4874,19.9852,263.1,118.4,0,0.0266571428571429
"348",24.714533,92215,22.573382,4118.226,11.90469,15.40065,263.2,118.4,0.0234119047619048,0
"349",24.312607,89525,22.84507,5304.264,10.79496,16.19331,187.2,118.6,0.0885690476190476,0
"350",23.666898,88541,22.893312,5843.147,9.46386,13.46499,192,118.4,0.104390476190476,0
"351",22.933595,87298,23.172857,6904.433,46.87774,92.9273,236.2,73.8,0,0.0480261904761905
"352",22.89936,87153,23.407433,7103.219,8.34768,12.97032,224.3,115.9,0,0.170661904761905
"353",23.766137,89429,24.23415,6680.91099999999,10.5128,18.7544,239.5,118.6,0,0.19842380952381
"354",28.990231,96990,25.512999,2878.314,9.13935,11.34741,282.3,105.4,0,0.196766666666667
"355",27.107303,96589,23.72936,3212.198,8.1004,12.56552,282.4,105.2,0.00151904761904761,0
"356",25.889981,94203,23.075575,3460.208,11.65988,17.18452,282.5,105.2,0.0855857142857143,0
"357",25.048591,92228,22.820611,3460.986,12.57324,17.58618,262.4,105.2,0,0.046852380952381
"358",23.270534,88317,21.087503,3893.284,9.38696,14.11168,221.4,118.3,0,0.167802380952381
"359",20.940128,83575,19.059596,4300.77,14.124,20.2488,221,118.3,0.172721428571429,0
"360",19.523481,78808,18.64629,3979.841,80.6988,162.1074,220.4,118.3,0,0.08845
"361",20.066644,74682,20.057733,3971.205,6.37606,7.00354,175,101.2,0.128892063492064,0
"362",18.45173,72891,19.666496,3385.641,6.14742,6.76338,176.4,101.3,0,0.0563428571428571
"363",17.099729,71773,18.51358,3199.74000000001,5.43228,5.89164,175,101.2,0,0.265793650793651
"364",15.957158,71328,16.460282,3164.579,6.41156,7.00341,175.1,101.3,0,0.444577777777778
"365",17.230599,71814,15.432913,3331.28,17.61278,28.82054,185.3,101.3,0.0181428571428571,0
"366",19.260062,74131,19.417222,2996.067,31.11381,56.38644,260.9,119,0.0315071428571429,0
"367",22.719374,78096,20.481807,2249.12300000001,19.22172,35.21868,303,105.3,0,0.0842976190476191
"368",24.886586,82009,28.635419,2497.924,70.9318,75.5798,303,105.3,0.00490952380952381,0
"369",25.770757,84892,25.854621,3041.38800000001,42.09098,45.64364,260.7,118.9,0,0.00991190476190476
"370",25.497609,87226,24.701139,2520.357,31.37742,49.41774,292.2,118.8,0,0.0540071428571429
"371",25.048522,87978,24.872013,2107.23699999999,35.71022,67.58388,302.9,118.7,0,0.112619047619048
"372",24.212671,87055,23.275237,2179.44899999999,11.60016,15.24688,302.9,118.8,0,0.0450119047619048
"373",23.665344,85311,22.796937,3249.948,42.20979,67.98528,302.6,118.8,0,0.0535952380952381
"374",23.089631,83817,22.299819,3928.912,11.07422,14.9812,302.7,118.8,0,0.113847619047619
"375",22.675118,82418,23.580642,5074.065,28.1142,32.337,291.5,119.4,0,0.0726119047619048
"376",22.5944,82428,23.508575,5266.74099999999,23.21832,28.69182,292.2,119.7,0,0.0684642857142857
"377",23.366807,85019,23.064956,4453.91,13.5009,17.5194,282.6,119.7,0,0.174285714285714
"378",29.599135,92999,27.950575,991.092000000004,11.13078,11.46486,325.4,105.3,0,0.0744142857142857
"379",29.803743,94890,26.791938,1065.618,6.864,6.864,328.4,105.3,0,0.194902380952381
"380",29.092908,93466,23.98319,1603.02800000001,12.55845,17.03547,328.3,105.4,0,0.00955952380952381
"381",27.851449,92406,24.042585,1540.883,17.1785,27.8715,327.1,105.4,0,0.0381452380952381
"382",25.858322,89937,22.285124,1920.289,10.63016,12.10044,284.4,119.7,0,0.112311904761905
"383",24.018461,85643,21.680671,3111.37300000001,19.48416,29.0508,283,119.7,0.00943095238095239,0
"384",22.357754,81738,19.363615,3334.33,16.90932,28.61908,250.9,119.7,0,0.0893047619047619
"385",22.23669,78609,21.682188,2967.933,28.169,35.989,221.9,101.2,0.101006349206349,0
"386",22.039053,77320,20.364833,2320.02800000001,9.9535,14.144,188.3,107.9,0.0592412698412698,0
"387",21.334451,76400,18.408128,2271.548,14.4721,16.48575,188.6,101.2,0,0.0370253968253968
"388",21.295866,76204,18.512519,2141.541,6.264,6.8991,188.6,101.2,0,0.187447619047619
"389",21.68209,77241,18.44824,1656.09699999999,5.60167,6.06564,190.2,101.2,0.025815873015873,0
"390",22.69502,79572,19.769205,839.497000000003,17.92154,29.82824,266.3,119.9,0,0.0323857142857143
"391",26.222049,83438,21.009404,-356.481,18.65808,29.11608,308.4,105.3,0,0.107371428571429
"392",27.068811,87174,22.212589,-425.273000000001,23.03952,36.23928,340.2,105.3,0.0375190476190476,0
"393",28.818476,89307,24.300528,1046.371,21.414,29.6786,297.7,119.9,0,0.0162928571428571
"394",28.576593,90760,25.654456,2629.99800000001,23.14534,28.79684,297.5,119.6,0,0.04135
"395",27.266718,90810,27.165568,4396.83100000001,44.61125,83.66,297.4,119.7,0,0.12192619047619
"396",25.853582,89978,26.147854,6237.504,25.78752,38.66016,297.4,119.9,0,0.0261833333333333
"397",24.294453,89252,26.516154,7708.569,14.43904,18.08576,297.4,119.8,0,0.0138690476190476
"398",24.025746,88509,25.786359,8509.533,10.7496,13.4118,265.6,119.9,0,0.11635
"399",23.637632,87683,24.826697,8975.026,11.3168,15.0128,265.5,119.9,0,0.0270595238095238
"400",23.676905,88204,24.72976,8627.003,16.7098,20.44478,260.7,119.9,0,0.0244785714285714
"401",26.039229,91544,26.35364,7421.36,14.82562,20.06772,260.3,119.8,0,0.0485428571428571
"402",40.840534,100629,28.808485,3640.57000000001,5.6811,5.6811,308,105.3,0,0.234740476190476
"403",40.467817,102319,32.401315,5125.476,9.13935,9.4656,308.2,105.3,0,0.0322547619047619
"404",39.732913,101650,30.542694,5050.28,11.19712,15.3208,308,105.3,0,0.0188214285714286
"405",37.656778,100766,30.189766,5698.21799999999,18.4428,34.506,307.7,105.3,0,0.0677190476190476
"406",30.571305,97912,25.908344,6139.58500000001,31.82547,58.0551,265.4,119.9,0,0.049852380952381
"407",27.349425,93189,27.386148,7874.72900000001,32.80857,42.42207,265.5,119.9,0.00632619047619047,0
"408",26.49385,89454,22.357732,8184.15399999999,32.16104,72.63735,265.6,119.8,0,0.245047619047619
"409",26.771893,89354,21.290065,5744.317,20.67555,24.2382,189.7,101.4,0.0582380952380952,0
"410",26.893669,88484,22.840086,5586.99800000001,42.23289,65.67375,189.7,101.4,0.0456920634920635,0
"411",27.368497,88608,22.665467,5653.037,43.79578,50.8873,189.7,101.4,0.0122253968253968,0
"412",26.461518,89645,24.140336,5966.944,11.93422,12.31262,189.7,101.4,0.145409523809524,0
"413",27.752538,92776,26.086159,6029.17200000001,16.03602,16.61274,175.5,101.4,0,0.304225396825397
"414",31.726925,98316,30.331584,5920.992,26.5672,36.916,254.3,121,0,0.559697619047619
"415",46.035811,108050,30.21036,3226.629,8.2152,8.54448,290.2,105.4,0,0.351083333333333
"416",51.599177,114734,34.273487,2314.201,0.1914,0.1914,290.1,105.4,0.0931809523809524,0
"417",49.069653,114619,58.727852,4495.609,14.8897,14.8897,249.1,119.9,0.0594238095238095,0
"418",47.370687,114063,73.759452,5239.226,56.12112,56.55672,160,119.9,0,0.0390595238095238
"419",46.59932,113575,44.691831,5198.633,12.9214,15.39712,159.8,120,0,0.538516666666667
"420",41.240608,111701,37.720789,5778.519,16.7526,20.5209,159.9,119.9,0,0.0973023809523809
"421",37.881737,109605,36.736292,6622.909,14.84296,15.32608,159.7,120,0,0.0690476190476191
"422",34.752135,108215,33.605541,6812.261,14.99324,19.03524,159.1,118.9,0,0.0228095238095238
"423",33.832369,107246,33.467528,6951.28999999999,12.97086,13.27613,159,119,0,0.00246904761904762
"424",33.333483,107206,35.118616,7265.613,14.69072,15.18352,154.6,118.2,0,0.132742857142857
"425",37.34414,110127,49.190765,7207.208,61.51502,103.30586,194.1,118.3,0,0.159430952380952
"426",61.675723,120443,127.875757,4154.583,25.6882,25.6882,240,105.4,0,0.332864285714286
"427",68.706865,121005,179.365366,7696.06,139.5061,139.5061,240,105.4,0.275980952380952,0
"428",54.239433,120703,89.235048,7610.012,79.4007,79.9155,240.2,105.3,0,0.00834047619047619
"429",52.38734,118298,57.942117,8641.215,90.1719,131.5737,244.3,96.5,0.0189928571428571,0
"430",49.631095,113958,63.874317,9698.439,74.45328,95.57592,144.7,111.6,0,0.0867261904761905
"431",38.850072,108619,42.581023,9618.655,39.12116,50.24488,262.3,119.4,0,0.484869047619048
"432",34.846526,103538,37.980633,9904.977,43.74083,56.69033,258,120,0,0.108721428571429
"433",39.942497,103970,45.453835,6351.299,26.5464,30.5208,160.3,133.9,0,0.0872857142857143
"434",40.549148,102517,45.662852,6532.83900000001,41.63776,58.56556,167.3,133.9,0.244155555555556,0
"435",40.820135,102198,43.122135,6625.97500000001,55.80848,90.45036,156,133.9,0,0.241619047619048
"436",43.031325,102697,39.344861,6716.516,20.5348,23.452,155.3,133.9,0,0.111187301587302
"437",46.239626,105489,35.837677,6040.469,23.1595,23.68821,185,133.9,0,0.496996825396825
"438",55.012649,114713,41.059845,2005.06200000001,13.5807,13.5807,290.6,145.7,0,0.278019047619048
"439",84.392156,125390,57.719369,-443.976999999999,57.4089,57.4089,316.9,144.2,0,0.815619047619048
"440",91.807161,128311,69.914799,1464.10400000001,88.0061,88.0061,317,144.2,0.00488809523809524,0
"441",60.180221,125789,66.721994,2623.78200000001,74.655,74.655,290.6,145.2,0,0.0610952380952381
"442",54.355927,121991,54.344043,3476.895,51.7001,51.7001,290.6,145.2,0,0.0495809523809524
"443",47.815343,118968,54.63873,4133.364,39.5415,39.5415,290.5,145.4,0.447164285714286,0
"444",42.363679,116094,85.267432,4204.89,103.1121,103.1121,247.4,145,0,0.0976952380952381
"445",42.27132,112464,47.567862,5370.061,20.6976,29.216,247.3,144.8,0,0.315195238095238
"446",39.875355,110698,54.261692,5161.603,60.58764,113.07806,246.7,144.9,0.0156547619047619,0
"447",38.193172,108775,39.745571,5116.67999999999,18.89764,36.31608,248.8,132.7,0,0.217954761904762
"448",38.272271,108768,35.639805,4683.565,38.1939,59.2994,248.6,132.5,0,0.0453
"449",37.78925,112039,36.108965,3869.333,12.56816,17.70032,284.8,144.9,0,0.0635857142857143
"450",59.406556,121297,105.220006,1413.245,116.35008,116.83056,343,144.2,0,0.229221428571429
"451",60.555997,122695,55.293489,4024.281,37.2968,37.2968,343.1,144.2,0,0.759990476190476
"452",55.358614,120974,81.878713,5614.70299999999,74.3743,74.3743,342.9,144.1,0.113364285714286,0
"453",51.904813,119312,162.759474,6044.96400000001,166.2786,171.7398,343.2,144.1,0,0.00431904761904761
"454",43.212735,115150,106.299152,6767.63400000001,116.54194,120.87802,244.8,145.3,0.13322619047619,0
"455",37.67384,109133,71.517005,7187.917,60.06,98.54768,216.2,144.8,0,0.203909523809524
"456",35.967365,104113,40.022304,6756.245,33.69872,64.20656,252.5,144.6,0,0.53352619047619
"457",38.948732,102384,41.106917,5023.65700000001,20.15766,24.37614,157.7,138.6,0.273387301587302,0
"458",38.553005,100590,43.894166,5159.58500000001,39.82576,56.23232,154.9,138.6,0.350520634920635,0
"459",38.432786,100060,32.134197,4900.887,23.90184,36.69826,186.6,138.6,0,0.346012698412698
"460",38.676586,100706,33.408525,4541.77899999999,47.1282,55.37952,185.7,138.6,0,0.185828571428571
"461",41.468471,102943,31.396428,4266.098,17.38704,33.41712,185.8,138.6,0,0.253701587301587
"462",51.422031,109328,31.89014,2557.685,49.52355,81.8397,251.1,149.9,0,0.0467190476190476
"463",78.177671,119025,44.99286,880.793999999994,20.9243,20.9243,309.1,147.7,0,0.432680952380952
"464",90.579931,122016,65.26942,1836.954,82.3186,82.3186,310.8,143.6,0,0.0458619047619048
"465",69.991991,118683,46.28036,3581.88099999999,39.9294,56.6964,283.5,145.3,0,0.278790476190476
"466",59.117113,116731,54.386306,3396.514,66.3432,66.3432,271.1,145.3,0,0.0439261904761905
"467",47.99674,115064,44.355475,2736.52499999999,22.482,26.8839,270.2,149.4,0,0.0491952380952381
"468",42.442413,111818,33.276394,3085.59,10.85568,14.7796,196.5,148.2,0,0.162921428571429
"469",37.041319,109015,31.568058,3885.717,11.08315,13.7989,193.5,148.5,0.067247619047619,0
"470",34.412717,107184,36.81318,4366.102,46.2528,68.42,193.8,148.5,0,0.0918095238095238
"471",33.274838,105475,31.759545,4959.079,14.26492,17.20548,194.7,148.5,0,0.14402380952381
"472",33.383769,105394,29.938271,4969.37699999999,18.11392,30.95488,194.3,147.3,0,0.0945547619047619
"473",36.236443,108595,30.036341,3683.007,6.312,8.88,188.3,147.6,0,0.237047619047619
"474",54.259045,116236,55.371965,1058.12,21.92,21.92,275.2,147.6,0,0.236961904761905
"475",54.541109,117429,45.125503,2452.306,8.991,8.991,275,147.6,0,0.211328571428571
"476",47.016293,115829,39.834253,3186.67600000001,3.8786,3.8786,267.8,147.6,0.0108214285714286,0
"477",41.982752,114137,33.086274,3081.264,2.5276,2.5276,267.6,147.6,0,0.0981119047619047
"478",36.409834,109651,32.923102,3614.933,15.9764,22.1628,188.7,153.9,0,0.361880952380952
"479",32.111888,103369,28.872374,3979.64599999999,13.89824,18.83418,188.8,153.9,0,0.16035
"480",29.298334,98273,24.640967,3471.723,4.2898,7.3158,188.9,154,0,0.180414285714286
"481",28.144516,93747,23.444999,4250.493,3.5445,3.5445,140.7,134,0,0.157196825396825
"482",27.366796,92149,23.789969,4379.38099999999,44.79552,67.7292,143.4,134,0,0.0240190476190476
"483",27.075844,91597,23.704532,4539.067,43.75712,61.63872,140.8,134,0.0232857142857143,0
"484",27.177067,92221,23.991167,4614.83,52.60416,65.73588,171.9,134,0.0199968253968254,0
"485",28.836176,94546,24.193395,4821.764,39.8124,68.4432,143.7,134.1,0.0602190476190476,0
"486",33.491717,100565,23.047893,3863.85000000001,37.8884,58.3396,213.7,152.3,0,0.0183571428571429
"487",49.783673,111816,27.901873,1295.06299999999,0.323,0.323,248.7,144.1,0,0.265185714285714
"488",51.069795,114597,48.772,3692.022,22.0074,22.0074,248.6,144.1,0,0.139995238095238
