Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
Jan 26, 2017;2:00 AM;40.02;27.47;25.32;89;89;40.02;-;25.32;85.21;41.8;39.01;39.01
Jan 26, 2017;3:00 AM;37.85;27.24;25.37;83.43;83.43;37.92;-;25.37;82.21;41.15;36.7;36.7
Jan 26, 2017;4:00 AM;38.23;27.46;27.46;81.04;81.04;38.49;-;27.46;80.08;41.8;36.88;36.88
Jan 26, 2017;5:00 AM;41.1;28.35;28.35;88.97;88.97;41.41;-;28.35;84.98;78.4;41.6;41.6
Jan 26, 2017;6:00 AM;44.28;29.25;29.25;108.2;108.2;44.71;37.41;29.25;109.17;54.15;50.9;51.14
Jan 26, 2017;7:00 AM;58.51;31.14;45.25;150;150;59.03;45.25;45.25;154.82;150;72.74;125.52
Jan 26, 2017;8:00 AM;65.05;31.46;46.88;164.92;164.92;60.46;46.88;46.88;179.92;164.92;72;150.03
Jan 26, 2017;9:00 AM;60.94;31.34;46.88;150;150;68.44;46.88;46.88;162.45;150;68.9;150.09
Jan 26, 2017;10:00 AM;58.13;31.32;47.82;126.09;126.09;69.95;47.82;47.82;145.84;126.09;65.45;140.58
Jan 26, 2017;11:00 AM;59.61;31.2;52.2;120;120;60;52.2;52.2;135.05;120;64.6;130.04
Jan 26, 2017;12:00 PM;59.45;31.1;50.53;101.28;101.28;54.1;50.53;50.53;120.01;101.28;61;117.92
Jan 26, 2017;1:00 PM;53.51;31.03;47.47;88.8;88.8;53.11;47.47;47.47;110.68;88.8;57.9;111.18
Jan 26, 2017;2:00 PM;57.5;31.02;46.88;96.07;96.07;52.1;46.88;46.88;112.02;96.07;56.9;113.33
Jan 26, 2017;3:00 PM;54.97;31.09;46.76;112.63;112.63;55.43;46.76;46.76;119.54;113.12;63;119.86
Jan 26, 2017;4:00 PM;55.72;31.28;48.23;123;123;58.3;48.23;48.23;120.02;123;65;122.12
Jan 26, 2017;5:00 PM;54.01;31.62;52.72;134.3;134.3;71.42;52.72;52.72;133.3;134.3;72;133.41
Jan 26, 2017;6:00 PM;53.35;31.39;46.83;139;139;59.9;46.83;46.83;154.24;139;66.65;134.61
Jan 26, 2017;7:00 PM;44.98;31.01;44.65;121.3;121.3;44.9;44.65;44.65;139.58;121.3;56.87;130.01
Jan 26, 2017;8:00 PM;36.08;29.96;35.21;99.1;99.1;45.87;40.44;35.21;116.02;99.1;48.4;109.99
Jan 26, 2017;9:00 PM;37.87;29.81;30.03;90.2;90.2;45.02;39.14;30.03;94.93;90.2;40.8;76.4
Jan 26, 2017;10:00 PM;41.4;29.21;29.21;88.1;88.1;45.1;33.8;29.21;90.01;88.1;39.1;86
Jan 26, 2017;11:00 PM;36.7;28.83;28.83;83.65;83.65;38.85;33.62;28.83;89.6;83.65;35;55.81
Jan 27, 2017;12:00 AM;35.08;28.52;28.52;78.93;78.93;39.12;-;28.52;75.92;78.93;35.1;64.62
Jan 27, 2017;1:00 AM;34.31;28.13;28.13;69.2;69.2;35;-;28.13;71.04;69.2;34.9;58.86
Jan 27, 2017;2:00 AM;34.05;28.07;28.07;64.33;64.33;36.29;-;28.07;68.65;64.33;34.23;49.79
Jan 27, 2017;3:00 AM;33.97;28.3;28.3;60.71;60.71;35.95;-;28.3;67.01;60.71;33.3;50.19
Jan 27, 2017;4:00 AM;34.03;28.69;28.69;61.06;61.06;32.52;-;28.69;64.78;61.06;33.5;56.08
Jan 27, 2017;5:00 AM;34.06;29.58;29.58;64.33;64.33;33.1;-;29.58;66.59;64.33;34.91;76.87
Jan 27, 2017;6:00 AM;35.8;30.88;30.88;75;75;36.7;34.59;30.88;76;93.06;41.4;122.84
Jan 27, 2017;7:00 AM;46.39;32.07;45.09;91.56;91.56;46.39;45.09;45.09;85.94;150;60;135.74
Jan 27, 2017;8:00 AM;47.4;32.14;46.26;102.69;102.69;47.4;46.26;46.26;95.08;120;55;135.74
Jan 27, 2017;9:00 AM;45.04;31.96;45.04;91.25;91.25;45.82;45.04;45.04;91.99;109.27;52.3;135.74
Jan 27, 2017;10:00 AM;43.47;31.86;43.47;90;90;45.85;44.59;43.47;89.98;170;49.6;135.74
Jan 27, 2017;11:00 AM;44.14;31.67;44.14;89.4;89.4;47.09;44.76;44.14;86.66;160;49.5;135.52
Jan 27, 2017;12:00 PM;44.36;31.41;43.3;82.87;82.6;44.92;44.62;43.3;80.01;150;48.3;133.52
Jan 27, 2017;1:00 PM;45.18;31.13;44.1;79.56;76.6;45.18;44.71;44.1;77.97;160;47.58;130.06
Jan 27, 2017;2:00 PM;48.46;31.02;43.88;77.28;77.28;49.3;43.88;43.88;74.86;141;47.11;130.08
Jan 27, 2017;3:00 PM;52.92;31.03;43.53;75.51;75.51;53.67;43.53;43.53;76.09;141;52.5;133.51
Jan 27, 2017;4:00 PM;55.25;31.53;44.78;76.08;76.08;55.83;44.78;44.78;79.09;150;58.08;133.52
Jan 27, 2017;5:00 PM;60.36;31.91;51.53;78.55;78.55;63.93;51.53;51.53;82.05;151.31;63.88;134.63
Jan 27, 2017;6:00 PM;56.59;31.8;44.76;87.14;87.14;52.9;44.76;44.76;89.05;132.53;62.52;133.52
Jan 27, 2017;7:00 PM;54.61;31.08;42.57;84.49;84.49;50;42.57;42.57;82.73;148.62;57.5;130.29
Jan 27, 2017;8:00 PM;47.65;30.07;30.07;79.56;79.56;47.65;40.28;30.07;77.03;150;47.8;115.42
Jan 27, 2017;9:00 PM;39.9;29.88;29.88;72.68;72.68;39.9;37.9;29.88;72.91;72.68;41.4;104.14
Jan 27, 2017;10:00 PM;39.9;29.53;29.53;73.78;73.78;39.9;32.43;29.53;71.86;73.78;42;97.6
Jan 27, 2017;11:00 PM;38.03;28.89;28.89;70.3;70.3;38.03;33;28.89;69.01;70.3;37.75;81.97
Jan 28, 2017;12:00 AM;39.67;28.84;28.84;60.49;60.49;34.9;-;28.84;64.54;60.49;38.6;74.61
Jan 28, 2017;1:00 AM;40;28.47;28.47;57.36;57.36;37.4;-;28.47;57.09;57.36;36.3;64.29
Jan 28, 2017;2:00 AM;36;28.25;28.25;54;54;36;-;28.25;53.5;54;35.7;58.56
Jan 28, 2017;3:00 AM;39;28.14;28.14;39;53;39;-;28.14;47.97;53;37.5;52.94
Jan 28, 2017;4:00 AM;37.39;28.18;28.18;37.39;53;37.39;-;28.18;45.4;53;37.8;54.46
Jan 28, 2017;5:00 AM;37.78;28.42;28.42;37.78;53.82;37.78;-;28.42;45.96;53.82;36.7;54.28
Jan 28, 2017;6:00 AM;37.38;28.67;28.67;45.13;55;34;-;28.67;47.95;55;35.03;64.1
Jan 28, 2017;7:00 AM;39.65;28.91;28.91;49.94;59.59;39.65;32.36;28.91;51.66;59.59;36.7;102.91
Jan 28, 2017;8:00 AM;47.34;29.35;29.35;54.1;61.17;47.34;31.16;29.35;60.05;61.17;41;135.61
Jan 28, 2017;9:00 AM;44.9;29.71;34.77;64.08;64.08;44.9;34.77;34.77;62.91;64.08;42.7;135.61
Jan 28, 2017;10:00 AM;40.09;29.89;38.64;69.88;69.88;40.09;38.64;38.64;63.32;69.88;42;135.61
Jan 28, 2017;11:00 AM;43.6;29.89;30.1;65.92;65.92;43.6;38.46;30.1;60.11;65.92;41.3;135.61
Jan 28, 2017;12:00 PM;38.4;29.87;30.03;65;65;38.4;36.89;30.03;59.21;65;38.53;135.61
Jan 28, 2017;1:00 PM;37.74;29.75;29.75;57.71;57.71;39.9;36.39;29.75;56.33;57.71;38;133.39
Jan 28, 2017;2:00 PM;41.01;29.65;29.65;54.11;54.11;41.01;33.67;29.65;53.15;54.11;38.82;133.39
Jan 28, 2017;3:00 PM;49.92;29.89;29.89;50.12;54.15;49.77;32.2;29.89;51.1;54.15;41.2;135.61
Jan 28, 2017;4:00 PM;54.15;30.47;31.16;54.15;58.09;54.15;31.16;31.16;55.66;58.09;47.8;144.5
Jan 28, 2017;5:00 PM;60.59;31.13;34.97;60.83;65;60.4;34.97;34.97;60.81;65;54.15;144.5
Jan 28, 2017;6:00 PM;55.2;30.97;30.97;78.36;78.36;55;30.97;30.97;70.47;78.36;52.99;144.5
Jan 28, 2017;7:00 PM;48.08;30.18;30.18;80;80;39.04;30.69;30.18;70.51;80;45.75;144.5
Jan 28, 2017;8:00 PM;40.57;29.75;29.75;72.03;72.03;40.57;30.68;29.75;62.45;72.03;39;140.32
Jan 28, 2017;9:00 PM;38;29.55;29.55;59.59;59.59;38;30.61;29.55;57.73;59.59;35.4;133.39
Jan 28, 2017;10:00 PM;37.2;29.08;29.08;60.77;60.77;37.2;29.08;29.08;59.65;60.77;34.3;100.04
Jan 28, 2017;11:00 PM;33.74;28.72;28.72;67.75;66;33.74;28.72;28.72;59.83;66;31.46;74.03
Jan 29, 2017;12:00 AM;36.04;28.82;28.82;60.71;57.7;36.04;-;28.82;57.58;57.7;32.95;74.7
Jan 29, 2017;1:00 AM;32.95;28.22;28.22;59.79;54.8;32.95;28.22;28.22;55.33;54.8;31.5;67.34
Jan 29, 2017;2:00 AM;32.94;27.87;27.87;52.72;52.72;32.94;27.87;27.87;52.07;52.72;31.2;56.95
Jan 29, 2017;3:00 AM;31.75;27.72;27.72;47.51;47.51;31.75;27.72;27.72;49.26;47.51;32.17;47.98
Jan 29, 2017;4:00 AM;34.65;27.68;27.68;44;45.6;34.65;27.68;27.68;49.53;45.6;32.5;50.45
Jan 29, 2017;5:00 AM;32.89;27.79;27.79;43.84;45.99;32.89;27.79;27.79;49.77;45.99;33.2;51.26
Jan 29, 2017;6:00 AM;32.96;27.76;27.76;46.16;50;32.96;23.42;27.76;49.39;50;30;45.03
Jan 29, 2017;7:00 AM;35.01;28.02;28.02;49.08;51.88;35.01;27.69;28.02;49.04;51.88;29.5;58.33
Jan 29, 2017;8:00 AM;35;28.6;28.6;53.38;53.38;35;28.6;28.6;51.98;53.38;31.91;66.6
Jan 29, 2017;9:00 AM;33.05;28.9;28.9;60.71;60.71;40.78;28.9;28.9;55.59;60.71;32.62;99.83
Jan 29, 2017;10:00 AM;33.07;29.34;29.34;66;66;47.4;29.86;29.34;57.74;66;35.25;103.82
Jan 29, 2017;11:00 AM;33.07;29.23;29.23;66.03;66.03;52.07;30.73;29.23;57.9;66.03;34.9;99.61
Jan 29, 2017;12:00 PM;33.04;28.93;28.93;68;68;53.9;30.66;28.93;58.07;68;33.7;80.13
Jan 29, 2017;1:00 PM;32.91;28.87;28.87;61.66;54;49.8;30.67;28.87;54.5;54;32;67.92
Jan 29, 2017;2:00 PM;34.64;28.85;28.85;52.16;52.16;35;30.64;28.85;50.94;52.16;31.93;59.97
Jan 29, 2017;3:00 PM;37.05;28.97;28.97;51.45;52.09;37.1;30.46;28.97;50.87;52.09;36.25;67.77
Jan 29, 2017;4:00 PM;45.58;29.55;29.55;46.42;54;47.98;36.92;29.55;52.09;54;38;130.08
Jan 29, 2017;5:00 PM;53.93;29.93;29.93;61.49;62.42;61.06;39.42;29.93;59.95;62.42;44;135.32
Jan 29, 2017;6:00 PM;55.25;29.82;29.82;75.96;75.96;100;40.32;29.82;65.24;75.96;46;137.54
Jan 29, 2017;7:00 PM;50.58;29.43;29.43;79.49;79.49;50.58;39.38;29.43;68.05;79.49;44.9;135.32
Jan 29, 2017;8:00 PM;39.84;28.97;28.97;75.97;75.97;55.02;36.09;28.97;64.08;80;41;133.11
Jan 29, 2017;9:00 PM;37.08;28.85;28.85;69.49;69.49;49.66;34.28;28.85;60.06;69.49;36.8;103.82
Jan 29, 2017;10:00 PM;44.21;28.62;28.62;66.02;66.02;44.21;30.66;28.62;57.59;66.02;38.5;68.55
Jan 29, 2017;11:00 PM;36.09;28.11;28.11;58.77;58.25;36.09;28.11;28.11;57.56;58.25;33.1;56.33
Jan 30, 2017;12:00 AM;36.51;27.97;27.32;49.29;52;36.51;-;27.32;48.76;52;40;49.78
Jan 30, 2017;1:00 AM;36.49;27.46;27.46;50;50;36.49;-;27.46;45.29;50;40.14;44.37
Jan 30, 2017;2:00 AM;36.62;27.39;27.39;38.23;47.49;36.36;-;27.39;42.53;47.49;38.64;38.64
Jan 30, 2017;3:00 AM;36.05;28;28;36.05;47.7;36.05;28;28;41.56;47.7;36.96;36.96
Jan 30, 2017;4:00 AM;35.11;28.73;28.73;35.11;47.09;35.11;-;28.73;43.14;47.09;38.19;38.19
Jan 30, 2017;5:00 AM;36.68;29.71;29.71;37.69;51.41;35.72;-;29.71;48.36;51.41;40.4;48.87
Jan 30, 2017;6:00 AM;47.14;31.03;31.03;47.14;61;45.45;34.82;31.03;57.57;61;55.67;99.83
Jan 30, 2017;7:00 AM;59.13;33.38;42.07;72.4;81.45;49;42.07;42.07;72.01;83.05;75;133.11
Jan 30, 2017;8:00 AM;65.06;34.71;47.9;70.61;94.81;60.65;47.9;47.9;78.06;95.97;80;135.32
Jan 30, 2017;9:00 AM;65.02;33.18;48.33;67.47;92.34;65.02;48.33;48.33;77.1;92.34;81.96;135.32
Jan 30, 2017;10:00 AM;68.77;33.9;48.1;70.68;79.98;68.77;48.1;48.1;76.01;79.98;78.37;135.32
Jan 30, 2017;11:00 AM;69.91;34.6;48.35;69.91;75;69.91;48.35;48.35;76.09;77.96;73.76;135.32
Jan 30, 2017;12:00 PM;60.16;34.15;47.08;71.58;71.58;60.16;47.08;47.08;70.81;76.19;77;135.32
Jan 30, 2017;1:00 PM;63.72;34.1;48.3;65.91;65.91;59.9;48.3;48.3;67.91;87.97;80;133.33
Jan 30, 2017;2:00 PM;61.32;32.46;46.82;61.32;72.66;61.32;46.82;46.82;68.34;89.11;80;134.11
Jan 30, 2017;3:00 PM;55.98;32.78;42.66;55.98;75.4;55.98;42.66;42.66;69.36;90.84;85;135.32
Jan 30, 2017;4:00 PM;55.94;35.63;46.81;55.94;85;55.94;46.81;46.81;71.91;85;80;135.32
Jan 30, 2017;5:00 PM;68.48;45.37;50.08;78.53;110;78.53;50.08;50.08;78.87;110;90;135.32
Jan 30, 2017;6:00 PM;59.98;37.88;44.88;83.69;120;59.98;44.88;44.88;82.29;120;80.8;135.32
Jan 30, 2017;7:00 PM;56;32.17;42.02;87.08;103.97;56;42.02;42.02;79.94;103.97;75.8;135.32
Jan 30, 2017;8:00 PM;47.87;31.21;31.21;84.95;94.81;42.4;39.86;31.21;73.93;100;66;133.11
Jan 30, 2017;9:00 PM;41.93;30.58;30.58;77.1;77.1;39.9;30.95;30.58;65.03;100.01;53.9;100.01
Jan 30, 2017;10:00 PM;45.6;30.1;30.1;72;72;39.9;31.01;30.1;63.92;80.09;49;83.19
Jan 30, 2017;11:00 PM;36.59;29.62;29.62;74.19;74.19;36.59;30.18;29.62;60.6;74.19;40.5;75.93
Jan 31, 2017;12:00 AM;33.06;10.38;28.78;61.23;61.23;35.27;-;28.78;57.45;61.23;36;83.64
Jan 31, 2017;1:00 AM;34.38;28.65;28.65;55;55;35.75;-;28.65;52.7;55;35;79.03
Jan 31, 2017;2:00 AM;34.38;28.66;28.66;53.3;53.3;35.82;-;28.66;50.1;53.3;35.7;62.12
Jan 31, 2017;3:00 AM;35.57;28.75;28.75;52;52;35;-;28.75;50.01;52;35.92;54.59
Jan 31, 2017;4:00 AM;37.33;29.4;29.4;50.18;52;38.2;29.4;29.4;49.04;52;35.5;60.33
Jan 31, 2017;5:00 AM;38.95;30.2;30.2;54;54;37.53;-;30.2;52.01;54;36;88.74
Jan 31, 2017;6:00 AM;56.95;33.28;33.28;70.2;70.2;47.07;33.8;33.28;60.68;135;53.25;133.11
Jan 31, 2017;7:00 AM;81.62;40.85;40.85;86.66;86.66;62.92;40.85;40.85;73.48;147.2;75;144.2
Jan 31, 2017;8:00 AM;81.82;44.91;44.91;101;101;81.82;44.91;44.91;80.84;147.21;80.26;144.2
Jan 31, 2017;9:00 AM;82.02;44.96;44.96;90.34;90.34;83.38;44.96;44.96;81.58;131.32;84.89;145.01
Jan 31, 2017;10:00 AM;89.8;40.85;43.07;89.8;89.8;89.8;44.94;43.07;81.93;130.1;88;144.2
Jan 31, 2017;11:00 AM;89.82;39.72;42.08;89.82;89.82;89.82;44.96;42.08;82.33;140.54;86.71;137.54
Jan 31, 2017;12:00 PM;82.36;37.5;42.03;82.36;82.36;82.36;45.05;42.03;78.87;130.1;88;136.05
Jan 31, 2017;1:00 PM;82.02;37.13;42.03;82.02;82.02;82.02;47.31;42.03;76.57;120.01;88;135.32
Jan 31, 2017;2:00 PM;90.36;37.16;39.11;90.36;90.36;90.36;44.99;39.11;75.99;121.32;87;135.32
Jan 31, 2017;3:00 PM;89.75;36.71;41.63;89.75;89.75;89.75;43;41.63;75.38;130.01;86;135.32
Jan 31, 2017;4:00 PM;90.2;36.79;44.96;90.2;90.2;90.2;44.96;44.96;76.79;125.37;81.02;135.37
Jan 31, 2017;5:00 PM;95;46.86;46.86;95;95;95;46.86;46.86;86.95;98.34;93;135.32
Jan 31, 2017;6:00 PM;104.33;36.65;45.03;104.33;104.33;104.33;45.03;45.03;92.27;104.33;92.2;135.32
Jan 31, 2017;7:00 PM;90;33.52;33.52;90;90;90;44.93;33.52;88.19;101.25;87.43;133.11
Jan 31, 2017;8:00 PM;84.15;31.77;31.77;83.69;83.69;71.15;40.32;31.77;73.81;116.35;65;130.04
Jan 31, 2017;9:00 PM;60.92;31.41;31.41;60.77;60.92;56.9;36.48;31.41;68.95;60.92;52.54;84.48
Jan 31, 2017;10:00 PM;54.9;30.53;30.53;59.62;59.62;42.4;33.03;30.53;66.02;59.62;48.3;69.01
Jan 31, 2017;11:00 PM;40.69;30.01;30.01;59.2;59.2;39.9;32.69;30.01;62.46;59.2;39.53;59.08
Feb 1, 2017;12:00 AM;44.91;29.25;29.25;54.71;55;39.62;-;29.25;55.09;55;44.12;44.12
Feb 1, 2017;1:00 AM;42.25;28.99;28.99;54.99;54.99;36.4;-;28.99;51.96;54.99;41.97;41.97
Feb 1, 2017;2:00 AM;39.8;28.91;28.91;51.81;51.81;35.8;-;28.91;49.08;51.81;40.3;40.3
Feb 1, 2017;3:00 AM;38.15;29.01;29.01;48.16;51.1;36.4;-;29.01;47.12;51.1;39.59;39.59
Feb 1, 2017;4:00 AM;38.38;29.62;29.62;40.91;50;36.4;-;29.62;46.56;50;40.37;40.37
Feb 1, 2017;5:00 AM;41.09;30.41;31.03;50.68;53;37;-;31.03;49.55;53;43.78;46.44
Feb 1, 2017;6:00 AM;47.86;31.89;31.89;61.1;61.1;42.4;38.95;31.89;59.98;61.1;56.52;70.5
Feb 1, 2017;7:00 AM;65.96;36.94;45.26;72.93;77.7;60.41;45.26;45.26;69.83;77.7;74.99;131.45
Feb 1, 2017;8:00 AM;72.93;39.56;48.19;78.64;95.13;72.85;48.19;48.19;79.06;125.64;78.78;135.54
Feb 1, 2017;9:00 AM;65.91;34.79;50.72;79.11;105;65.89;50.72;50.72;76.22;105;79;135.54
Feb 1, 2017;10:00 AM;65.02;33.23;49.57;79.11;105;65;49.57;49.57;76.19;105;79;135.54
Feb 1, 2017;11:00 AM;62.91;31.75;46.81;78.44;99.95;62.89;50.78;46.81;74.12;130.1;73.88;135.54
Feb 1, 2017;12:00 PM;56.99;31.42;46.8;76.64;76.64;56.61;50.55;46.8;67.55;127.47;74.99;135.54
Feb 1, 2017;1:00 PM;54.18;31.32;44.06;75.47;75.47;53.77;50.82;44.06;65.7;99.92;70.75;135.54
Feb 1, 2017;2:00 PM;50.49;31.26;44.59;72.61;82.9;50.11;44.59;44.59;66.8;82.9;69.99;135.54
Feb 1, 2017;3:00 PM;52.35;31.23;45.03;69.06;88.47;52.1;45.03;45.03;68.91;88.47;69.11;144.43
Feb 1, 2017;4:00 PM;57;31.27;47.65;64.21;100.74;56.98;47.65;47.65;71.04;105.47;59.12;144.43
Feb 1, 2017;5:00 PM;62.58;31.42;50.76;70.31;86.8;62.58;50.76;50.76;75.03;130.1;64.99;151.09
Feb 1, 2017;6:00 PM;56.99;31.23;44.75;76.1;100.74;56.02;44.75;44.75;79.52;130.1;59.85;151.09
Feb 1, 2017;7:00 PM;49.74;31.05;42.08;77.2;89.6;50.1;42.56;42.08;79.04;115;53.95;148.87
Feb 1, 2017;8:00 PM;41.04;30.69;30.86;70.81;76.3;41.05;42.43;30.86;69.99;103.52;50.62;144.43
Feb 1, 2017;9:00 PM;44.2;30.33;30.33;59.6;68.09;44.2;37.08;30.33;61.12;87.28;43.63;133.32
Feb 1, 2017;10:00 PM;42.38;29.83;29.83;62.85;62.85;43.24;33.49;29.83;58.92;98.73;37.74;98.22
Feb 1, 2017;11:00 PM;38.06;28.99;28.99;55.1;56.91;38.1;32.87;28.99;55.12;56.91;34.25;72.82
Feb 2, 2017;12:00 AM;31.05;29.03;29.03;41.11;53;31.17;-;29.03;52.16;53;35.5;61.92
Feb 2, 2017;1:00 AM;29.8;28.73;28.73;38.74;51;30.14;-;28.73;49.07;51;34.33;51.46
Feb 2, 2017;2:00 AM;32.66;28.6;28.6;36.94;51;32.86;-;28.6;47.49;51;34.12;50.41
Feb 2, 2017;3:00 AM;32.3;28.64;28.64;32.3;50.33;32.3;-;28.64;45.88;50.33;33.78;44.07
Feb 2, 2017;4:00 AM;31.05;29.15;29.15;31.05;51;31.05;-;29.15;45.38;51;34.28;45.53
Feb 2, 2017;5:00 AM;32.66;29.88;29.88;32.66;52;32.66;-;29.88;48.53;52;34.7;53.25
Feb 2, 2017;6:00 AM;39.91;31.05;31.05;39.91;64.33;39.91;34.72;31.05;57.3;64.33;41.4;97.48
Feb 2, 2017;7:00 AM;55.58;32.34;42.42;55.58;72.11;55.58;42.42;42.42;69.05;90.02;62.26;144.32
Feb 2, 2017;8:00 AM;57.19;32.5;46.95;57.19;85.58;57.19;46.95;46.95;75.07;103.08;63.98;146.06
Feb 2, 2017;9:00 AM;59.1;32.42;46.96;59.1;77.26;59.1;47.31;46.96;80.08;98.24;65;144.32
Feb 2, 2017;10:00 AM;58.55;32.43;46.95;58.55;75;58.55;47.8;46.95;80.98;100.24;70;142.37
Feb 2, 2017;11:00 AM;57.66;32.48;42;57.66;74.77;57.66;48.62;42;79.77;98.24;64.99;135.44
Feb 2, 2017;12:00 PM;57.66;32.5;35.03;57.66;64.77;57.66;48.37;35.03;69.19;73.57;66.62;135.44
Feb 2, 2017;1:00 PM;54.44;32.6;35.02;54.44;64.83;54.44;48.95;35.02;70.01;64.83;64.99;135.44
Feb 2, 2017;2:00 PM;50.9;32.52;44.89;50.9;71.84;50.9;44.89;44.89;72.64;71.84;63.75;135.44
Feb 2, 2017;3:00 PM;47.1;32.44;42.08;47.1;72.11;47.1;44.93;42.08;74.21;72.11;64.99;135.44
Feb 2, 2017;4:00 PM;45.98;32.58;44.88;45.98;72.3;45.98;47.36;44.88;77.61;94.01;54.29;135.44
Feb 2, 2017;5:00 PM;48.8;32.82;47.63;48.8;75.69;48.8;49.5;47.63;80;89.42;59.99;144.32
Feb 2, 2017;6:00 PM;53.3;32.68;46.28;56.11;79.97;53.65;46.28;46.28;79.94;93.01;56.9;136.08
Feb 2, 2017;7:00 PM;48.84;32.46;44.01;56.94;77.03;50;46.79;44.01;78.06;92.38;48.7;135.44
Feb 2, 2017;8:00 PM;39.97;32;32;48.07;70;42.51;41.4;32;69.98;80.42;47.6;133.22
Feb 2, 2017;9:00 PM;39.04;31.53;31.53;39.04;63.55;39.04;38.56;31.53;62.12;63.55;41.48;81.98
Feb 2, 2017;10:00 PM;38.78;30.84;30.84;40.8;59.6;39.2;33.93;30.84;57.85;59.6;39.63;64.17
Feb 2, 2017;11:00 PM;34.82;30.06;30.06;42.12;54.99;36.77;33.4;30.06;54.26;54.99;35;48.7
Feb 3, 2017;12:00 AM;39.5;30;30;39.87;50;39.5;-;30;51.81;50;33.46;55.48
Feb 3, 2017;1:00 AM;34.92;29.7;29.7;34.92;48.31;34.92;-;29.7;49.99;48.31;32.4;51.96
Feb 3, 2017;2:00 AM;34.26;29.6;29.6;34.26;47;34.26;29.6;29.6;49.05;47;32.39;46.2
Feb 3, 2017;3:00 AM;32.55;29.68;29.68;32.55;47.23;32.55;29.68;29.68;46.05;47.23;32.1;43.03
Feb 3, 2017;4:00 AM;32.49;30.26;30.26;32.49;47.99;32.49;30.26;30.26;45.62;47.99;32;46.2
Feb 3, 2017;5:00 AM;35.85;31.1;31.1;35.85;49.52;35.85;33.58;31.1;50.81;49.52;33.99;53.03
Feb 3, 2017;6:00 AM;43.02;31.93;31.93;43.02;66.29;43.02;37.91;31.93;61.09;66.29;43;70.07
Feb 3, 2017;7:00 AM;56.32;33.24;47.22;56.32;87.58;56.32;47.22;47.22;72.05;87.58;58.14;101
Feb 3, 2017;8:00 AM;60;33.42;48.31;60;100;60;48.31;48.31;80.16;100;58.86;108.66
Feb 3, 2017;9:00 AM;58;33.43;49.27;58;85.1;58;49.27;49.27;75.32;85.1;60.15;113.62
Feb 3, 2017;10:00 AM;56.67;33.43;49.03;56.67;82.94;56.67;49.03;49.03;73.94;82.94;60.63;108.05
Feb 3, 2017;11:00 AM;55.97;33.42;42.02;55.97;80;55.97;49.31;42.02;72.37;80;60.61;100.07
Feb 3, 2017;12:00 PM;54.37;33.43;34.72;54.37;66.29;54.37;52.88;34.72;64.02;66.29;60.18;99.25
Feb 3, 2017;1:00 PM;53.67;33.46;40.25;53.67;64.91;53.67;52.37;40.25;61.58;64.91;58;76.02
Feb 3, 2017;2:00 PM;51.96;33.3;33.3;51.96;66.57;51.96;48.13;33.3;64.28;66.57;56.77;76.03
Feb 3, 2017;3:00 PM;48.47;33.37;33.37;48.47;66.29;48.47;44.36;33.37;64.97;66.29;58;76.2
Feb 3, 2017;4:00 PM;53.33;33.75;47.08;47.47;68;50.74;47.08;47.08;64.86;68;58;82.66
Feb 3, 2017;5:00 PM;60.36;40;50.08;52.01;71.85;56.75;50.08;50.08;68.96;71.85;61.5;98.99
Feb 3, 2017;6:00 PM;55.79;36.99;48.31;55.79;75.4;55.79;48.31;48.31;75.4;75.4;62.3;93.14
Feb 3, 2017;7:00 PM;59.29;33.44;34.11;58.29;69;52.72;44.64;34.11;72.07;69;57.8;84.23
Feb 3, 2017;8:00 PM;53.68;32;32;53.69;62.16;49.9;40.16;32;64.16;62.16;51;72.19
Feb 3, 2017;9:00 PM;44.9;31.36;31.36;44.9;56.8;44.9;36.73;31.36;57.77;56.8;44.4;44.42
Feb 3, 2017;10:00 PM;44.25;30.99;30.99;44.25;52.99;44.25;34.56;30.99;54.73;52.99;43.26;43.26
Feb 3, 2017;11:00 PM;36.08;30.68;30.68;39.85;50.7;36.08;33.14;30.68;51.17;50.01;37.07;37.75
Feb 4, 2017;12:00 AM;37.04;20.04;30.84;38.11;54.98;37.04;-;30.84;52.31;54.98;35.32;62.56
Feb 4, 2017;1:00 AM;34.96;30.38;30.38;34.96;46.78;34.96;-;30.38;48.94;46.78;34.1;53.34
Feb 4, 2017;2:00 AM;34.01;30.14;30.14;34.01;43.89;34.01;-;30.14;46.89;43.89;33.4;43.94
Feb 4, 2017;3:00 AM;31.93;30.03;30.03;31.93;42.49;31.93;-;30.03;45.65;31.93;33.9;36.52
Feb 4, 2017;4:00 AM;31.89;30.21;30.21;31.89;43.5;31.89;-;30.21;44.51;31.89;33.8;34.55
Feb 4, 2017;5:00 AM;32.09;30.4;30.4;32.09;44.92;32.09;30.4;30.4;45.19;32.09;33.5;37.28
Feb 4, 2017;6:00 AM;33.82;30.74;30.74;33.82;47.77;33.82;-;30.74;49.8;33.82;33.9;35.51
